# command:    /usr/local/infernal/1.0/bin/cmsearch --ga --tabfile rfam11-i1p0/Staphylococcus_aureus_subsp._aureus_MRGR3.29.tbl ./GPIPE.29.rfam11.i1p0.cm /panfs/pan1.be-md.ncbi.nlm.nih.gov/gpipe/bacterial_pipeline/data19/Staphylococcus_aureus_subsp._aureus_MRGR3/692828-DENOVO-20150227-1757.1483244/output/bacterial_annot/AHZL01.annotation.nucleotide.fa
# date:       Thu Apr  2 15:09:29 2015
# num seqs:   112
# dbsize(Mb): 6.006664
#
# Pre-search info for CM 1: RNaseP_bact_a
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      18.802     8.91   0.0022  00:01:45.83
#   2   cm  cyk  loc  1e-07       0.863     9.06   0.0001  00:00:15.25
#   3   cm  ins  loc  1e-15     8.0e-10    35.00  4.7e-14  00:00:05.89
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:02:06.98
#
#
# CM: RNaseP_bact_a
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 1: RNaseP_bact_a
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -      18.802        0    0.0022  0.0e+00
#   2   cm  cyk  loc  1e-07       0.863        0    0.0001  0.0e+00
#   3   cm  ins  loc  1e-15     8.0e-10        0   4.7e-14  0.0e+00
#
# expected time    actual time
# -------------  -------------
#   00:02:06.98    00:01:50.00
#
# Pre-search info for CM 2: FMN
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -     119.478     7.27   0.0057  00:00:40.07
#   2   cm  cyk  loc  1e-07       5.748     8.67   0.0003  00:00:07.51
#   3   cm  ins  loc  1e-15     9.3e-06    32.00  2.0e-10  00:00:02.21
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:00:49.80
#
#
# CM: FMN
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  gi|507198816|gb|AHZL01000033.1|        5838        5703      1    139    123.46  2.39e-31   43
  gi|507196726|gb|AHZL01000093.1|      153875      154009      1    139    123.49  2.34e-31   46
#
# Post-search info for CM 2: FMN
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -     119.478        5    0.0057   0.0002
#   2   cm  cyk  loc  1e-07       5.748        3    0.0003   0.0001
#   3   cm  ins  loc  1e-15     9.3e-06        2   2.0e-10  4.5e-05
#
# expected time    actual time
# -------------  -------------
#   00:00:49.80    00:01:03.00
#
# Pre-search info for CM 3: snoPyro_CD
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      75.057     9.74   0.0012  00:00:19.11
#   2   cm  cyk  loc  1e-07      23.905     8.97   0.0004  00:00:00.29
#   3   cm  ins  loc  1e-15       0.127    20.00  1.2e-06  00:00:00.48
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:00:19.88
#
#
# CM: snoPyro_CD
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 3: snoPyro_CD
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -      75.057        4    0.0012  7.6e-05
#   2   cm  cyk  loc  1e-07      23.905        2    0.0004  3.7e-05
#   3   cm  ins  loc  1e-15       0.127        0   1.2e-06  0.0e+00
#
# expected time    actual time
# -------------  -------------
#   00:00:19.88    00:00:20.00
#
# Pre-search info for CM 4: QUAD
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      21.546    11.45   0.0007  00:00:48.44
#   2   cm  cyk  loc  1e-07       6.841     9.67   0.0002  00:00:00.66
#   3   cm  ins  loc  1e-15     1.6e-10    55.00  3.6e-15  00:00:01.29
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:00:50.40
#
#
# CM: QUAD
#                                            target coord   query coord                         
