# command:    /usr/local/infernal/1.0/bin/cmsearch --ga --tabfile rfam11-i1p0/Staphylococcus_gallinarum.29.tbl ./GPIPE.29.rfam11.i1p0.cm /panfs/pan1.be-md.ncbi.nlm.nih.gov/gpipe/bacterial_pipeline/data19/Staphylococcus_gallinarum/1570948-DENOVO-20150217-0903.1469464/output/bacterial_annot/JXCF01.annotation.nucleotide.fa
# date:       Thu Apr  2 15:09:30 2015
# num seqs:   272
# dbsize(Mb): 6.343440
#
# Pre-search info for CM 1: RNaseP_bact_a
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      19.856     8.91   0.0022  00:02:23.69
#   2   cm  cyk  loc  1e-07       0.911     9.06   0.0001  00:00:16.84
#   3   cm  ins  loc  1e-15     8.5e-10    35.00  4.7e-14  00:00:07.21
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:02:47.75
#
#
# CM: RNaseP_bact_a
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 1: RNaseP_bact_a
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -      19.856        0    0.0022  0.0e+00
#   2   cm  cyk  loc  1e-07       0.911        0    0.0001  0.0e+00
#   3   cm  ins  loc  1e-15     8.5e-10        0   4.7e-14  0.0e+00
#
# expected time    actual time
# -------------  -------------
#   00:02:47.75    00:02:16.00
#
# Pre-search info for CM 2: FMN
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -     126.177     7.27   0.0057  00:00:54.41
#   2   cm  cyk  loc  1e-07       6.070     8.67   0.0003  00:00:07.93
#   3   cm  ins  loc  1e-15     9.8e-06    32.00  2.0e-10  00:00:02.79
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:01:05.14
#
#
# CM: FMN
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  gi|756892467|gb|JXCF01000007.1|       72348       72479      1    139    126.50  3.56e-32   43
  gi|756892467|gb|JXCF01000007.1|      368936      369067      1    139    124.00  1.78e-31   44
#
# Post-search info for CM 2: FMN
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -     126.177        9    0.0057   0.0004
#   2   cm  cyk  loc  1e-07       6.070        2    0.0003  9.0e-05
#   3   cm  ins  loc  1e-15     9.8e-06        2   2.0e-10  4.2e-05
#
# expected time    actual time
# -------------  -------------
#   00:01:05.14    00:01:05.00
#
# Pre-search info for CM 3: snoPyro_CD
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      79.265     9.74   0.0012  00:00:22.70
#   2   cm  cyk  loc  1e-07      25.245     8.97   0.0004  00:00:00.30
#   3   cm  ins  loc  1e-15       0.134    20.00  1.2e-06  00:00:00.65
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:00:23.67
#
#
# CM: snoPyro_CD
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 3: snoPyro_CD
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -      79.265       11    0.0012   0.0002
#   2   cm  cyk  loc  1e-07      25.245        7    0.0004   0.0001
#   3   cm  ins  loc  1e-15       0.134        0   1.2e-06  0.0e+00
#
# expected time    actual time
# -------------  -------------
#   00:00:23.67    00:00:25.00
#
# Pre-search info for CM 4: QUAD
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -      22.754    11.45   0.0007  00:00:57.55
#   2   cm  cyk  loc  1e-07       7.224     9.67   0.0002  00:00:00.84
#   3   cm  ins  loc  1e-15     1.7e-10    55.00  3.6e-15  00:00:01.60
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:00:59.99
#
#
# CM: QUAD
#                                            target coord   query coord                         
#                                  ----------------------  ------------                         
# target name                           start        stop  start   stop    bit sc   E-value  GC%
# -------------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 4: QUAD
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
